Resume ID ,Resume
Resume126,     january 2017    rachana sansad school of interior deign january 2013    holy family high school  master of commerce marketing mumbai  maharashtra  of mumbai drawing   arts   craft teacher   drawing   arts   craft teacher   ghatkopar y       company    company   ghatkopar y  description   for 3 years   worked in jungle cubs gym as a co ordinator for 1 year 
Resume127,     august 2018 to january 2021 entermediate maths mumbai  maharashtra sunbeam academy   samne ghat   varanasi martial arts  fitness job          company    company   sports authority description   i am 2nd dan black belt in karate  martial arts  i am in a searching of personal trainer job for fitness  i won 3 gold medals in national karate championship  i won 7 gold medals in state karate championship  3 times best player of the year of uttar pradesh award    represented india and selected for world karate championship held at croatia   europe  
Resume128,i other  s course   name board year of passing grade intermediate grade drawing art examination committee  2011 b examination maharashtra state i academic programme   national service scheme  camp     sponsored by government of india ministry of youth affairs and sports  new delhi   north maharashtra   jalgaon  i strengths  ability to learn from mistakes    honesty  ready to accept challenges and responsibilities    quick learning  adaptability  confidence  i declaration i  201 your faithfully  pia          jetalal hiralal gorbanjara      may 2010 hsc  nashik  maharashtra state board june 2008 ssc  nashik  maharashtra state board asst professor   asst professor      company    company   kisan arts description     total work experience   in months  sr        name of organization   college        designation              working period          total experience no 		  in months  from            to 1         kisan arts  commerce   science        asst professor      20 07 2015    31 05 2016        10 months sr  college  parola dist  jalgaon   political sci   maharashtra company   bahadarpur  tai  parola dist description   
Resume129, good communication    quick learner  keen to find solutions      mba marketing and international business management pune  maharashtra pune   b tech tech nagpur  maharashtra rtm nagpur  g m  arts  commerce   science   g m  arts  commerce   science      company    company   samarth college description   of engineering        30          7        210  5      college to campus             vj college of pharmacy         10 days  workshop       10  g m  arts  commerce   science 6          soft  s                                               6 days  workshop           6 college  personality             g m  institute of agricultural 7		6 days  workshop           6 development                        diploma  8          soft  s           samarth college of polytechnic     20 days  workshop       20  total                                              350 working experience in corporate  sr  no               topic                      company                  no  of days    total hrs  1       presentation     team    elringklinger automotives pvt 1 day           8 building workshop             ltd  ranjangaon  pune  2           negotiation     kubler automation pvt ltd   2 days          16 communication                 chakan  pune  3       business communication       finanza home loans  pimple 3 days          21   stress management               saudagar  pune  4        team building   verbal       sharvari products pvt ltd  2 days          16 communication                   junner  pune 7 days  5             entrepreneurship       agriculture research centre  workshop        168 development               narayangaon  pune  8 batches  total                                             229  adjoining  s   working knowledge of windows operating system and ms office  communicate well in english  hindi   marathi   organized and participated in events like gathering  teachers day  fashion show and various science exhibitions at college
Resume130, operating systems  windows xp   vista   07     january 2018 m f a painting nagpur  maharashtra nagpur  january 2016 b f a  painting nagpur  maharashtra nagpur  january 2012 diploma art  maharashtra state board january 2010 h s c    maharashtra state board january 2008 s s c    maharashtra state board fine arts lecturer         ms cit  exprience   96 monthscompany    company   shubhankan fine arts college  indore description    i m doing a job as a lecturer in shubhankan fine arts college indore from nov 2018   i m an artist  completed atd  bfa and mfa in painting    i m searching for a job in my faculty in my area and comfort place  to improve my knowledge and experience in this field  company    description   i have a experience of classes of painting  rangoli  drawing  summer classes  etc  health  physical disability   orthopedically 
Resume131,additional   april 2000  web designing course with above average computer  s     january 2000 to january 2001 bachelor of arts sociology mumbai  maharashtra the mumbai  january 1998 to january 2000 bachelor of arts sociology  sophia college january 1997 to january 1998 h s c    sophia college january 1995 to january 1996 s s c    st  teresa s convent high school head business development  arts   head business development  arts      company    company   british council description   responsibilities  strategic oversight responsibility for programmes in the performing arts  music  theatre and dance  and other cultural sectors   lead on the conception and oversight of specific large scale programmes within the overall arts programme   represent the british council at external events in india and act as deputy to the director  arts when required   oversee and manage resources to deliver compelling communications for applicants that convey british council s grants like charles wallace india trust  young creative entrepreneurs and chevening clore scholarship programs on time and with excellence  shortlisting and interviewing potential applicants for existing relevant grants or fellowships   oversee a diverse range of proposals  progress reports and related projects  ensuring effective and timely identification and communication of program progress  lead a team of six project managers across the country and manage the performance of the team responsible for executing arts projects with partnerships built into their work  expertise within their geographic region to ensure arts insight and knowledge is available as and when required   managing relations with existing partners  and developing relationships with targeted new partners and key government officials and ensuring that market insight into business development opportunities is built into the planning of new programmes  primary strategic responsibility for the marketing of the arts program in india  to ensure that the program builds a reputation that will be attractive to potential partners  in partnership with the marketing and communications team  company   british council description   is a cultural relations organization creating international opportunities for the people of the uk and other countries by building trust between them worldwide  they have offices in six continents and over 100 countries bringing international opportunity to life  every day  each year they work with millions of people  connecting them with the united kingdom  sharing their cultures and the uk s most attractive as s  english  the arts  and    they have 80 years  experience of doing this company   british council description   responsibilities  leading the strategic development of british council s work in the music sector in india  sri lanka region and building and maintaining strong international partnerships across sectors in india  sri lanka and the uk  developing strong external partnerships that lead to significant external investment in bc activities and enabling the delivery of an ambitious programme of music sector activities and events thus strengthening cultural relationships between india  sri lanka and the uk     leading the implementation of the music programme within india and sri lanka along with  ed project plans in liaison with colleagues from india  sri lanka and the uk     proactive management of budgets and timelines for all projects     ensuring systematic evaluation of projects  including developing effective systems and processes for capturing both quantitative and qualitative information about effectiveness of projects and longer term impact     management of a team across india and sri lanka  contributing to recruitment and development  mentoring of staff company   british council description   responsibilities  planning and organizing logistics related to events  buildings  performers artists and other personnel  marketing a performance or event through social media  direct mail  advertising  use of a website  producing posters or publicity leaflets and attracting media coverage  planning and managing budgets  programming and booking performances and events  including arrangements for tours in india  development of new projects and initiatives in consultation with arts professionals and key stakeholders  e g  local authorities  local government and communities  venue directors and regional partners   taking responsibility for operational and office management issues such as venue accessibility  health and safety issues  implementing and maintaining office and information systems  providing administration support to managers and the director  ensuring corporate and legal requirements are complied with  and reporting to the head of the unit company   british council description   responsibilities  developing of new specific new projects and initiatives in the music  film and visual art sector in consultation with the council and key stakeholders  planning and managing budgets  supporting the marketing a performance or event through social media  direct mail  advertising  use of a website  producing posters or publicity leaflets and attracting media coverage  programming the outreach and workshops for the respective programmes  company   aircheck india description   the company intended to launch stations in both these metros on august 29  2001  for its mumbai fm station  win had the basic infrastructure that includes a studio and production facilities  the transmission tower for the station is located in central mumbai   responsibilities  generating and researching ideas for programmes and pitching for commissions  sourcing potential contributors and interviewees  selecting music appropriate to the programme  the audience and the station  producing pre production briefings for presenters  reporters  technical staff and other contributors  managing the logistics of getting people  resources and equipment together to the right place at the right time  undertaking editing  interviewing and reporting duties as necessary  presenting programmes or managing presenters for both pre recorded and recorded output  checking that copyrights are cleared and understanding media law  using editing and mixing software s like  sonic foundry vegas    sonic foundry sound forge    acid   and  midi   company   rave magazine description   rave magazine was the definitive voice of music emerging from the indian sub continent and the lifestyle that surrounds it  through exclusive reporting  a unique sensibility  and with an editorial team with over 20 years of experience in publishing  rave magazine covers every genre of music emerging from the region and provides new perspectives on international music   responsibilities  maintain production schedules and report on the progress  overview the staff  manage and supervise photographers and freelance writers and generally provide administrative support for the editor  participated in production meetings and brain storming sessions to decide on the direction  future trends and contents of the publication company   xs events description   xs events is an event management company primarily dealing with corporate clients who used different events to increase an audience s exposure with a brand   responsibilities  development  production and delivery of projects from proposal right up to delivery   delivering events on time  within budget  maintaining timelines and priorities on every project  managing supplier relationships     managing operational and administrative         functions to ensure specific projects are delivered efficiently company   banyan tree communications description   responsibilities  sourcing potential contributors and interviewees  selecting music appropriate to the programme  the audience and the station  undertaking editing  interviewing and reporting duties as necessary  checking that copyrights are cleared and understanding media law company   french embassy description   on a part time basis  company   british council description   mumbai advice students on various academic opportunities in the united kingdom and assisted with various exhibitions by the british council 
Resume132,     january 2017    rachana sansad school of interior deign january 2013    holy family high school  master of commerce marketing mumbai  maharashtra  of mumbai drawing   arts   craft teacher   drawing   arts   craft teacher   ghatkopar y       company    company   ghatkopar y  description   for 3 years   worked in jungle cubs gym as a co ordinator for 1 year 
Resume133,     august 2018 to january 2021 entermediate maths mumbai  maharashtra sunbeam academy   samne ghat   varanasi martial arts  fitness job          company    company   sports authority description   i am 2nd dan black belt in karate  martial arts  i am in a searching of personal trainer job for fitness  i won 3 gold medals in national karate championship  i won 7 gold medals in state karate championship  3 times best player of the year of uttar pradesh award    represented india and selected for world karate championship held at croatia   europe  
Resume134,i other  s course   name board year of passing grade intermediate grade drawing art examination committee  2011 b examination maharashtra state i academic programme   national service scheme  camp     sponsored by government of india ministry of youth affairs and sports  new delhi   north maharashtra   jalgaon  i strengths  ability to learn from mistakes    honesty  ready to accept challenges and responsibilities    quick learning  adaptability  confidence  i declaration i  201 your faithfully  pia          jetalal hiralal gorbanjara      may 2010 hsc  nashik  maharashtra state board june 2008 ssc  nashik  maharashtra state board asst professor   asst professor      company    company   kisan arts description     total work experience   in months  sr        name of organization   college        designation              working period          total experience no 		  in months  from            to 1         kisan arts  commerce   science        asst professor      20 07 2015    31 05 2016        10 months sr  college  parola dist  jalgaon   political sci   maharashtra company   bahadarpur  tai  parola dist description   
Resume135, good communication    quick learner  keen to find solutions      mba marketing and international business management pune  maharashtra pune   b tech tech nagpur  maharashtra rtm nagpur  g m  arts  commerce   science   g m  arts  commerce   science      company    company   samarth college description   of engineering        30          7        210  5      college to campus             vj college of pharmacy         10 days  workshop       10  g m  arts  commerce   science 6          soft  s                                               6 days  workshop           6 college  personality             g m  institute of agricultural 7		6 days  workshop           6 development                        diploma  8          soft  s           samarth college of polytechnic     20 days  workshop       20  total                                              350 working experience in corporate  sr  no               topic                      company                  no  of days    total hrs  1       presentation     team    elringklinger automotives pvt 1 day           8 building workshop             ltd  ranjangaon  pune  2           negotiation     kubler automation pvt ltd   2 days          16 communication                 chakan  pune  3       business communication       finanza home loans  pimple 3 days          21   stress management               saudagar  pune  4        team building   verbal       sharvari products pvt ltd  2 days          16 communication                   junner  pune 7 days  5             entrepreneurship       agriculture research centre  workshop        168 development               narayangaon  pune  8 batches  total                                             229  adjoining  s   working knowledge of windows operating system and ms office  communicate well in english  hindi   marathi   organized and participated in events like gathering  teachers day  fashion show and various science exhibitions at college
Resume136, operating systems  windows xp   vista   07     january 2018 m f a painting nagpur  maharashtra nagpur  january 2016 b f a  painting nagpur  maharashtra nagpur  january 2012 diploma art  maharashtra state board january 2010 h s c    maharashtra state board january 2008 s s c    maharashtra state board fine arts lecturer         ms cit  exprience   96 monthscompany    company   shubhankan fine arts college  indore description    i m doing a job as a lecturer in shubhankan fine arts college indore from nov 2018   i m an artist  completed atd  bfa and mfa in painting    i m searching for a job in my faculty in my area and comfort place  to improve my knowledge and experience in this field  company    description   i have a experience of classes of painting  rangoli  drawing  summer classes  etc  health  physical disability   orthopedically 
Resume137,additional   april 2000  web designing course with above average computer  s     january 2000 to january 2001 bachelor of arts sociology mumbai  maharashtra the mumbai  january 1998 to january 2000 bachelor of arts sociology  sophia college january 1997 to january 1998 h s c    sophia college january 1995 to january 1996 s s c    st  teresa s convent high school head business development  arts   head business development  arts      company    company   british council description   responsibilities  strategic oversight responsibility for programmes in the performing arts  music  theatre and dance  and other cultural sectors   lead on the conception and oversight of specific large scale programmes within the overall arts programme   represent the british council at external events in india and act as deputy to the director  arts when required   oversee and manage resources to deliver compelling communications for applicants that convey british council s grants like charles wallace india trust  young creative entrepreneurs and chevening clore scholarship programs on time and with excellence  shortlisting and interviewing potential applicants for existing relevant grants or fellowships   oversee a diverse range of proposals  progress reports and related projects  ensuring effective and timely identification and communication of program progress  lead a team of six project managers across the country and manage the performance of the team responsible for executing arts projects with partnerships built into their work  expertise within their geographic region to ensure arts insight and knowledge is available as and when required   managing relations with existing partners  and developing relationships with targeted new partners and key government officials and ensuring that market insight into business development opportunities is built into the planning of new programmes  primary strategic responsibility for the marketing of the arts program in india  to ensure that the program builds a reputation that will be attractive to potential partners  in partnership with the marketing and communications team  company   british council description   is a cultural relations organization creating international opportunities for the people of the uk and other countries by building trust between them worldwide  they have offices in six continents and over 100 countries bringing international opportunity to life  every day  each year they work with millions of people  connecting them with the united kingdom  sharing their cultures and the uk s most attractive as s  english  the arts  and    they have 80 years  experience of doing this company   british council description   responsibilities  leading the strategic development of british council s work in the music sector in india  sri lanka region and building and maintaining strong international partnerships across sectors in india  sri lanka and the uk  developing strong external partnerships that lead to significant external investment in bc activities and enabling the delivery of an ambitious programme of music sector activities and events thus strengthening cultural relationships between india  sri lanka and the uk     leading the implementation of the music programme within india and sri lanka along with  ed project plans in liaison with colleagues from india  sri lanka and the uk     proactive management of budgets and timelines for all projects     ensuring systematic evaluation of projects  including developing effective systems and processes for capturing both quantitative and qualitative information about effectiveness of projects and longer term impact     management of a team across india and sri lanka  contributing to recruitment and development  mentoring of staff company   british council description   responsibilities  planning and organizing logistics related to events  buildings  performers artists and other personnel  marketing a performance or event through social media  direct mail  advertising  use of a website  producing posters or publicity leaflets and attracting media coverage  planning and managing budgets  programming and booking performances and events  including arrangements for tours in india  development of new projects and initiatives in consultation with arts professionals and key stakeholders  e g  local authorities  local government and communities  venue directors and regional partners   taking responsibility for operational and office management issues such as venue accessibility  health and safety issues  implementing and maintaining office and information systems  providing administration support to managers and the director  ensuring corporate and legal requirements are complied with  and reporting to the head of the unit company   british council description   responsibilities  developing of new specific new projects and initiatives in the music  film and visual art sector in consultation with the council and key stakeholders  planning and managing budgets  supporting the marketing a performance or event through social media  direct mail  advertising  use of a website  producing posters or publicity leaflets and attracting media coverage  programming the outreach and workshops for the respective programmes  company   aircheck india description   the company intended to launch stations in both these metros on august 29  2001  for its mumbai fm station  win had the basic infrastructure that includes a studio and production facilities  the transmission tower for the station is located in central mumbai   responsibilities  generating and researching ideas for programmes and pitching for commissions  sourcing potential contributors and interviewees  selecting music appropriate to the programme  the audience and the station  producing pre production briefings for presenters  reporters  technical staff and other contributors  managing the logistics of getting people  resources and equipment together to the right place at the right time  undertaking editing  interviewing and reporting duties as necessary  presenting programmes or managing presenters for both pre recorded and recorded output  checking that copyrights are cleared and understanding media law  using editing and mixing software s like  sonic foundry vegas    sonic foundry sound forge    acid   and  midi   company   rave magazine description   rave magazine was the definitive voice of music emerging from the indian sub continent and the lifestyle that surrounds it  through exclusive reporting  a unique sensibility  and with an editorial team with over 20 years of experience in publishing  rave magazine covers every genre of music emerging from the region and provides new perspectives on international music   responsibilities  maintain production schedules and report on the progress  overview the staff  manage and supervise photographers and freelance writers and generally provide administrative support for the editor  participated in production meetings and brain storming sessions to decide on the direction  future trends and contents of the publication company   xs events description   xs events is an event management company primarily dealing with corporate clients who used different events to increase an audience s exposure with a brand   responsibilities  development  production and delivery of projects from proposal right up to delivery   delivering events on time  within budget  maintaining timelines and priorities on every project  managing supplier relationships     managing operational and administrative         functions to ensure specific projects are delivered efficiently company   banyan tree communications description   responsibilities  sourcing potential contributors and interviewees  selecting music appropriate to the programme  the audience and the station  undertaking editing  interviewing and reporting duties as necessary  checking that copyrights are cleared and understanding media law company   french embassy description   on a part time basis  company   british council description   mumbai advice students on various academic opportunities in the united kingdom and assisted with various exhibitions by the british council 
Resume138,     january 2017    rachana sansad school of interior deign january 2013    holy family high school  master of commerce marketing mumbai  maharashtra  of mumbai drawing   arts   craft teacher   drawing   arts   craft teacher   ghatkopar y       company    company   ghatkopar y  description   for 3 years   worked in jungle cubs gym as a co ordinator for 1 year 
Resume139,     august 2018 to january 2021 entermediate maths mumbai  maharashtra sunbeam academy   samne ghat   varanasi martial arts  fitness job          company    company   sports authority description   i am 2nd dan black belt in karate  martial arts  i am in a searching of personal trainer job for fitness  i won 3 gold medals in national karate championship  i won 7 gold medals in state karate championship  3 times best player of the year of uttar pradesh award    represented india and selected for world karate championship held at croatia   europe  
Resume140,i other  s course   name board year of passing grade intermediate grade drawing art examination committee  2011 b examination maharashtra state i academic programme   national service scheme  camp     sponsored by government of india ministry of youth affairs and sports  new delhi   north maharashtra   jalgaon  i strengths  ability to learn from mistakes    honesty  ready to accept challenges and responsibilities    quick learning  adaptability  confidence  i declaration i  201 your faithfully  pia          jetalal hiralal gorbanjara      may 2010 hsc  nashik  maharashtra state board june 2008 ssc  nashik  maharashtra state board asst professor   asst professor      company    company   kisan arts description     total work experience   in months  sr        name of organization   college        designation              working period          total experience no 		  in months  from            to 1         kisan arts  commerce   science        asst professor      20 07 2015    31 05 2016        10 months sr  college  parola dist  jalgaon   political sci   maharashtra company   bahadarpur  tai  parola dist description   
Resume141,technical  s web technologies  angular js  html5  css3  sass  bootstrap  jquery  javascript  software  brackets  visual studio  photoshop  visual studio code      january 2015 b e cse nagpur  maharashtra g h raisoni  october 2009  photography competition click nagpur  maharashtra maharashtra state board     college magazine ocean web designer   web designer   trust systems and software      photoshop  exprience   28 months bootstrap  exprience   6 months html5  exprience   6 months javascript  exprience   6 months css3  exprience   less than 1 year months angular 4  exprience   less than 1 year monthscompany    company   trust systems and software description   projects worked on  1  trustbank cbs project description  trustbank cbs is a core banking solution by trust systems    renovated complete ui to make it more modern  user friendly  maintainable and optimised for bank use   shared the ui structure and guidelines to be incorporated  with development team of around 50 members   achieved the target of project completion in given time frame   made required graphics for the project in photoshop  2  loan bazar  loan appraisal  project description  loan bazar is a mvc based application dedicated to creating and managing loan applications  the goal of this application is to streamline the process of loan application and integrate with existing cbs  roles and responsibility  designed and developed modern and responsive ui of entire application and achieved the target in given time frame   made required graphics for the project in photoshop 3  capital security bond application project description  capital security bond application is a mvc based application which provided an online platform to purchase gold bond   designed and developed modern and responsive ui of entire application and achieved the target in given time frame   made required graphics for the project in photoshop  4  softgst project description  softgst  web based application  is an asp application to every tax payers and its vendors for generating the gstr returns on the basis of sales   purchase data  additionally the application can do the reconciliation of gstr 2 a with purchase register    designed and developed the ui of dashboard   5  trust analytica  project description  trust analytika is the mobile web app that shows bank as   liability  income  expenses    designed and developed the landing page of the application   supported the developers in ui implementation  6  website s  project name  1  tsr technology services   http   tsrtechnologyservices com 2  vidarbha merchants urban co op bank   http   vmcbank com 3  gisss   http   gisss co in 4  softtrust usa   http   softtrustusa com roles and responsibility  communicated with clients to understand their requirement  made mocks for the website  designed and developed complete website and hosted them in stipulated time  company     jalloshband com description   project name  1  jallosh band     jalloshband com 2  an endeavor foundation   communicated with clients to understand their requirement  made mocks for the website  designed and developed complete website and hosted them in stipulated time  company   10magicalfingers description   national and international client interaction   management of digital data
Resume142,      b c a bachelor computer application pune  maharashtra pune   h s c   pune  maharashtra pune   s s c   pune  maharashtra pune  web designing and developer   php developer   exposys pvt  ltd      company    company   exposys pvt  ltd description   technical  s web development  html5  css3  bootstrap  php  ajax  jquery  javascript  database  mysql  development    notepad    sublime text2  framework  codeigniter  server  apache tomcat  xampp control panel  operating systems  windows  company   exposys pvt  ltd description   pune 	augest 2017 to till date  project    project i  pragat bharat system technologies used  html  css  bootstrap  php  jquery  ajax  database used  my sql  team size  1 position  software developer synopsis  this project aim is specially design for people  it is used to collect information to diifernt sector   project ii  go ayur system technologies used  html  css  bootstrap  php  jquery  ajax  database used  my sql  team size  2 position  software developer synopsis  go ayurveda panchakarma center is one of most traditionally well established  professional and innovative providers of classical ayurvedic health services and kerala panchakarma therapies   project iii  vitsanindia system technologies used  html  css  bootstrap  php  jquery  ajax  java script  database used  my sql  team size  2 position  software developer synopsis  online shooping through app  this app is user friendly because there is a option for change language  user can to find different categories products as there choice   project iv  mahabaleshwartours technologies used  html  css  bootstrap  php  jquery  ajax  java script  database used  my sql  team size  1 position  software developer synopsis  in this system is to provide online registration  tour package information  ticket booking  online payment and searching facility for customer and also generate different types of report   project v  cityspaceindia technologies used  html  css  bootstrap  php  jquery  ajax  java script  database used  my sql  team size  1 position  software developer synopsis  service provider website we provide different categories   project vi  fruitsbuddy technologies used  html  css  bootstrap  php  jquery  ajax  java script  database used  my sql  team size  1 position  software developer synopsis  fruitbuddy is to manage the   of fruits  customer  order  transaction  payment  it manages all the information about fruits  stocks  payment  the project is totally built at administrative end and thus only the administrator is guaranteed the access  the purpose of the project is to build an application program to reduce the manual work for managing the fruits  customer  stocks  order   project vii  totalcitee technologies used  html  css  bootstrap  php  jquery  ajax  java script  database used  my sql  team size  1 position  software developer synopsis  real estate web application has been created for helping you to sell properties through web based user interface  visitors on your website can view particular desired products using search engine facility   project viii  golchha technologies used  html  css  bootstrap  php  jquery  ajax  java script  database used  my sql  team size  1 position  software developer synopsis  service provider website we provide different categories 
Resume143,technical  s web technologies  angular js  html5  css3  sass  bootstrap  jquery  javascript  software  brackets  visual studio  photoshop  visual studio code      january 2015 b e cse nagpur  maharashtra g h raisoni  october 2009  photography competition click nagpur  maharashtra maharashtra state board     college magazine ocean web designer   web designer   trust systems and software      photoshop  exprience   28 months bootstrap  exprience   6 months html5  exprience   6 months javascript  exprience   6 months css3  exprience   less than 1 year months angular 4  exprience   less than 1 year monthscompany    company   trust systems and software description   projects worked on  1  trustbank cbs project description  trustbank cbs is a core banking solution by trust systems    renovated complete ui to make it more modern  user friendly  maintainable and optimised for bank use   shared the ui structure and guidelines to be incorporated  with development team of around 50 members   achieved the target of project completion in given time frame   made required graphics for the project in photoshop  2  loan bazar  loan appraisal  project description  loan bazar is a mvc based application dedicated to creating and managing loan applications  the goal of this application is to streamline the process of loan application and integrate with existing cbs  roles and responsibility  designed and developed modern and responsive ui of entire application and achieved the target in given time frame   made required graphics for the project in photoshop 3  capital security bond application project description  capital security bond application is a mvc based application which provided an online platform to purchase gold bond   designed and developed modern and responsive ui of entire application and achieved the target in given time frame   made required graphics for the project in photoshop  4  softgst project description  softgst  web based application  is an asp application to every tax payers and its vendors for generating the gstr returns on the basis of sales   purchase data  additionally the application can do the reconciliation of gstr 2 a with purchase register    designed and developed the ui of dashboard   5  trust analytica  project description  trust analytika is the mobile web app that shows bank as   liability  income  expenses    designed and developed the landing page of the application   supported the developers in ui implementation  6  website s  project name  1  tsr technology services   http   tsrtechnologyservices com 2  vidarbha merchants urban co op bank   http   vmcbank com 3  gisss   http   gisss co in 4  softtrust usa   http   softtrustusa com roles and responsibility  communicated with clients to understand their requirement  made mocks for the website  designed and developed complete website and hosted them in stipulated time  company     jalloshband com description   project name  1  jallosh band     jalloshband com 2  an endeavor foundation   communicated with clients to understand their requirement  made mocks for the website  designed and developed complete website and hosted them in stipulated time  company   10magicalfingers description   national and international client interaction   management of digital data
Resume144,     january 2016 b sc  information technology mumbai  maharashtra  of mumbai january 2012 hsc  allahabad  uttar pradesh allahabad  january 2010 ssc dot net allahabad  uttar pradesh allahabad  web designer and developer trainer   web designer and developer      web design  exprience   12 months php  exprience   12 monthscompany    company   nettech india description   working    salary   12k  personal interest  listening to music  surfing net  watching movie  playing cricket  company   epi center academy description   working     salary contract based  company   aptech charni road description   salary contract based 
Resume145,it  s languages  c  basic   java  basic  web technologies  html5  css3  bootstrap  javascript  jquery  corel draw  photoshop  illustrator databases  mysql5 0 ide      sublime text  notepad operating systems  windows xp  windows 7     september 2015 bachelor of engineer information technology nagpur  maharashtra nagpur  may 2011 hsc secondary   higher secondary  state board of secondary june 2009 ssc secondary   higher secondary  maharashtra state board of secondary web and graphics designer   web and graphics designer   virtuous media point  pune      bootstrap  exprience   24 months html5  exprience   24 months javascript  exprience   24 months jquery  exprience   24 months corel draw  exprience   24 months adobe photoshop  exprience   24 months adobe illustrator  exprience   12 months css3  exprience   24 monthscompany    company   virtuous media point description    company   cnc web world description   internship program  at e sense it solution pvt ltd  nagpur as a web designing and developement    presented in project competition in innovesta 15 of priyadarshini indira gandhi   nagpur    presented in national level paper presentation in tech wave 2015 of s r m c e   nagpur  company   e sense it solution pvt ltd description   key result areas    designed websites solutions by studying information needs  conferring with users  and studying systems flow  data usage  and work processes    understood process requirements and provided use cases for business  functional   technical requirements    interacted with users for requirement gathering  prepared functional specifications and low level design documents    participated in the software development life cycle  sdlc  and agile methodology right from requirement analysis    performed  ed design of modules along with their implementation  and documentation integrated software modules developed by other team members   highlights    developed various modules as per customer requirement and identified and fixed number of bugs related to code  database connectivity  ui defects and so on    analyzed and modified existing codes to incorporate a number of changes in the application   user requirements  wrote new codes as required    coded  implemented and integrated complex programs using technologies such as html5  css3  javascript  jquery  bootstrap    having good command on graphics designing with effective ideas   projects      nitka com  nagpur united corporation  admin   mintmetrix com  tagline videos  admin   smartbadge  admin     in all projects i have used technologies like html5  css3  bootstrap  javascript  jquery and text editor as sublime text       shreekiaspack co in    3staragroproducts com    luckystationery co in    used technologies like html5  css3  bootstrap  javascript and text editor as notepad       design various logos  brochures  advertising banners  visiting cards  pamphlet  hoardings etc   b e  final year project    major project     title  web based disease diagnosis expert system  duration  1 year  description  in this project we provide a website in which doctor gives online consultation for particular disease  system gives better suggestions for any health problems     mini project development     shopping management system developed in c     curriculum   extra curriculum  activities company   face it description   co ordinator in project competition 
Resume146,technical  s web technologies  angular js  html5  css3  sass  bootstrap  jquery  javascript  software  brackets  visual studio  photoshop  visual studio code      january 2015 b e cse nagpur  maharashtra g h raisoni  october 2009  photography competition click nagpur  maharashtra maharashtra state board     college magazine ocean web designer   web designer   trust systems and software      photoshop  exprience   28 months bootstrap  exprience   6 months html5  exprience   6 months javascript  exprience   6 months css3  exprience   less than 1 year months angular 4  exprience   less than 1 year monthscompany    company   trust systems and software description   projects worked on  1  trustbank cbs project description  trustbank cbs is a core banking solution by trust systems    renovated complete ui to make it more modern  user friendly  maintainable and optimised for bank use   shared the ui structure and guidelines to be incorporated  with development team of around 50 members   achieved the target of project completion in given time frame   made required graphics for the project in photoshop  2  loan bazar  loan appraisal  project description  loan bazar is a mvc based application dedicated to creating and managing loan applications  the goal of this application is to streamline the process of loan application and integrate with existing cbs  roles and responsibility  designed and developed modern and responsive ui of entire application and achieved the target in given time frame   made required graphics for the project in photoshop 3  capital security bond application project description  capital security bond application is a mvc based application which provided an online platform to purchase gold bond   designed and developed modern and responsive ui of entire application and achieved the target in given time frame   made required graphics for the project in photoshop  4  softgst project description  softgst  web based application  is an asp application to every tax payers and its vendors for generating the gstr returns on the basis of sales   purchase data  additionally the application can do the reconciliation of gstr 2 a with purchase register    designed and developed the ui of dashboard   5  trust analytica  project description  trust analytika is the mobile web app that shows bank as   liability  income  expenses    designed and developed the landing page of the application   supported the developers in ui implementation  6  website s  project name  1  tsr technology services   http   tsrtechnologyservices com 2  vidarbha merchants urban co op bank   http   vmcbank com 3  gisss   http   gisss co in 4  softtrust usa   http   softtrustusa com roles and responsibility  communicated with clients to understand their requirement  made mocks for the website  designed and developed complete website and hosted them in stipulated time  company     jalloshband com description   project name  1  jallosh band     jalloshband com 2  an endeavor foundation   communicated with clients to understand their requirement  made mocks for the website  designed and developed complete website and hosted them in stipulated time  company   10magicalfingers description   national and international client interaction   management of digital data
